Age_Ind,Sex,Issue_Age_Band,Series_Key,x_col,x_value,Overall_Direction,Credible_Points,ExpDth_VBT2015_Cnt,Predicted_Rate_per_1000,Actual_Rate_per_1000,Expected_Rate_per_1000,Delta_from_Prior,Monotonicity_Flag
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,36,Up,88,53.735032361696994,0.8989226699642451,0.8932720102594116,0.6400000050545015,0.10433506152895944,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,37,Up,88,60.88108194088909,1.0181592420198817,1.0288910463921552,0.7200000011913553,0.11923657205563665,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,38,Up,88,66.35667354464613,1.138011636583306,1.1453256398285836,0.7999999956254554,0.11985239456342422,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,39,Up,88,69.03582316540974,1.2437794262256858,1.121591607319781,0.8699999985026524,0.10576778964237987,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,40,Up,88,69.35348793059256,1.3348411612681808,1.1666320158735297,0.9299999934750312,0.09106173504249493,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,41,Up,88,69.6124252015884,1.410625118164216,1.2529372334810758,0.9799999937976009,0.07578395689603523,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,42,Up,88,69.31447617140452,1.4706258955435951,0.9270790607528577,1.0199999915168578,0.060000777379379144,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,43,Up,88,68.72249454264693,1.5288442664894704,1.0488559839600013,1.0599999946134375,0.05821837094587523,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,44,Up,88,68.24853032003239,1.5849132607386325,1.3861104369305282,1.1000000021135639,0.05606899424916212,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,45,Up,88,67.59402087954481,1.6384545994801183,1.0625200128087002,1.1399999989004048,0.05354133874148581,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,46,Up,88,69.04707817707003,1.7320253217496528,1.8575731675965843,1.2099999973836697,0.09357072226953456,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,47,Up,88,74.76046530470694,1.8645588231728396,1.629604625272548,1.3100000005169707,0.13253350142318676,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,48,Up,88,82.2064895373178,1.9924241539702043,1.8867123622048896,1.4100000005774946,0.12786533079736473,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,49,Up,88,89.37997995796286,2.12923846708368,2.4318645135203263,1.520000010342153,0.1368143131134758,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,50,Up,88,92.12928812313794,2.27426409070342,2.3319403082068297,1.640000004127833,0.1450256236197398,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,51,Up,88,89.79799337585064,2.4404496514475937,2.596717258824958,1.7799999939459588,0.1661855607441738,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,52,Up,88,86.35435065205456,2.626509830020112,2.4936786411103684,1.9399999980899432,0.18606017857251844,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,53,Up,88,81.34318121245633,2.8177341767401938,2.2567349561078753,2.1100000055536503,0.1912243467200816,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,54,Up,88,74.38871889194706,3.0264718835112463,2.9991106657455995,2.30000000247412,0.20873770677105252,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,55,Up,88,65.96161354839023,3.251344013871109,2.473408261441626,2.5099999982862813,0.22487213035986287,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,56,Up,88,54.73115348808642,3.4909809602072475,3.5044026645208617,2.740000001656433,0.2396369463361383,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,57,Up,88,40.760408760597784,3.7565690355947594,3.2384365961334733,2.999999986447257,0.26558807538751195,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,58,Up,88,32.80429892214124,4.058456860961691,4.023862943349473,3.3000000703840797,0.3018878253669315,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,59,Up,88,34.835015709744766,4.381999238179754,3.7513977337607187,3.6299999719182097,0.3235423772180628,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,60,Up,88,37.70072901582171,4.74907179528839,2.8718277439425366,4.009999983499859,0.36707255710863596,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,61,Up,88,40.11102608916826,5.144994825855804,4.859511652761535,4.429999970103071,0.3959230305674142,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,62,Up,88,43.19077599354932,5.60169571425648,3.5313095722302332,4.920000022518468,0.45670088840067624,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,63,Up,88,45.97634627616935,6.092769474865932,4.987782157453576,5.459999990980586,0.49107376060945196,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,64,Up,88,47.02515661675716,6.648536490291747,4.783822491262452,6.080000050767087,0.5557670154258147,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,65,Up,88,47.45290843195107,7.243365116646026,6.125651855678344,6.759999920779433,0.5948286263542792,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,66,Up,88,45.276370874980785,7.906219836560605,5.321981297249924,7.529999968874966,0.6628547199145789,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,67,Up,88,45.26531859620809,8.612451171979615,4.068015074334195,8.369999926996112,0.7062313354190097,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,68,Up,88,46.22053031728137,9.389960405719041,8.258451395834033,9.310000075974186,0.7775092337394263,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,69,Up,88,48.01036452950211,10.235067347634203,6.036196620770261,10.350000004818895,0.8451069419151622,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,70,Up,88,50.86308198331972,11.144699268566551,8.584222302686863,11.490000072226406,0.9096319209323482,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,71,Up,88,49.92308086383855,12.125944675186872,6.37981467765927,12.740000161963511,0.9812454066203209,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,72,Up,88,47.08350233381498,13.176531785285738,12.278185960803073,14.0999999351338,1.0505871100988653,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,73,Up,88,43.84702934328379,14.313312930537105,15.644389237011888,15.58999986211394,1.1367811452513674,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,74,Up,88,40.60457420449529,15.570751292455489,11.470382444133934,17.249999818769496,1.2574383619183838,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,75,Up,88,39.380586265393504,16.973058599948335,13.587405541884978,19.1099998594674,1.4023073074928458,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,76,Up,88,36.58773339143954,18.552812483650026,15.651967161436211,21.21000005756277,1.5797538837016916,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,77,Up,88,32.865368027822115,20.350712602040467,13.643541114978094,23.599999997183026,1.7979001183904408,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,78,Up,88,28.897600238211453,22.381487127686796,19.11231352748159,26.299999806882095,2.030774525646329,OK
ALB,F,0,Age_Ind=ALB | Sex=F | Issue_Age_Band=0,Duration,79,Up,88,25.423431559232995,24.669712595825946,15.00269531959289,29.339999820130384,2.2882254681391494,OK
