Face_Band_Group,Death_Count,ExpDth_VBT2015_Cnt,Death_Claim_Amount,ExpDth_VBT2015_Amt,Policies_Exposed,Predicted_Deaths,Actual_to_Predicted,Actual_to_VBT,Predicted_to_VBT,Amount_AE_to_VBT,Actual_Rate_per_1000,Expected_Rate_per_1000,Predicted_Rate_per_1000,Gap_from_1_on_A/P,Flag
01-04: <100k,330309,324629.73920516943,2255108474,2033205005.6217253,61805537.868291914,329371.3503531716,1.002846785689839,1.01749457954387,1.0146062130956073,1.1091397413269792,5.344326922676267,5.252437732957813,5.329155957756804,0.002846785689839093,OK
05-011: >100k,3164,3166.1183189088365,551442504,573733916.4769567,7506920.56755033,4101.649646831089,0.7713969432870719,0.999330941330845,1.2954821120660682,0.9611467758192886,0.42147775130015547,0.4217599334399257,0.5463824493575993,0.22860305671292813,Review
